stock,trading_date,avg_sentiment,news_count
NVDA,2016-10-24,0.074,4
NVDA,2016-10-26,0.3645,2
NVDA,2016-11-01,0.06743333333333333,3
NVDA,2016-11-03,0.3359,2
NVDA,2016-11-07,-0.142975,4
NVDA,2016-11-09,0.012728571428571438,7
NVDA,2016-11-10,0.09112173913043478,23
NVDA,2016-11-14,0.03988571428571428,7
NVDA,2016-11-15,0.18127500000000002,4
NVDA,2016-11-16,-0.7096,1
NVDA,2016-11-17,-0.06743333333333333,3
NVDA,2016-11-21,0.0593,3
NVDA,2016-11-28,0.148,2
NVDA,2016-11-29,0.0,1
NVDA,2016-11-30,-0.3291,2
NVDA,2016-12-05,0.09866666666666667,3
NVDA,2016-12-06,0.26025,2
NVDA,2016-12-07,0.296,1
NVDA,2016-12-08,0.0,1
NVDA,2016-12-09,0.0,1
NVDA,2016-12-12,-0.02066,5
NVDA,2016-12-13,0.11603333333333334,9
NVDA,2016-12-14,-0.03443333333333334,3
NVDA,2016-12-19,-0.007166666666666673,6
NVDA,2016-12-21,0.0,1
NVDA,2016-12-27,0.10701153846153846,26
NVDA,2016-12-28,-0.06278888888888887,9
NVDA,2016-12-29,0.22365000000000002,4
NVDA,2017-01-03,0.31720000000000004,5
NVDA,2017-01-04,0.20347999999999997,5
NVDA,2017-01-05,0.0,4
NVDA,2017-01-09,0.1300888888888889,9
NVDA,2017-01-10,0.12457499999999999,4
NVDA,2017-01-12,0.4939,1
NVDA,2017-01-17,0.5563,1
NVDA,2017-01-18,0.148,2
NVDA,2017-01-23,0.2202,2
NVDA,2017-01-26,0.296,2
NVDA,2017-01-30,0.5267,1
NVDA,2017-02-02,0.2023,1
