stock,trading_date,avg_sentiment,news_count,daily_return,sentiment_category
META,2020-03-30,0.1636125,8,0.05842223071078756,positive
META,2020-03-31,0.0,1,0.005122182642271378,neutral
META,2020-04-01,0.09545,4,-0.04316554112825066,positive
META,2020-04-02,-0.0547,4,-0.008834625034907062,negative
META,2020-04-03,0.4404,1,-0.025349243727035398,positive
META,2020-04-06,0.2506333333333333,6,0.07374508485593934,positive
META,2020-04-07,0.194375,4,0.019812646039900628,positive
META,2020-04-08,0.0,4,0.032281097919621304,neutral
META,2020-04-13,0.1594,5,-0.0022833415184838612,positive
META,2020-04-14,0.2676,3,0.019337535583463294,positive
META,2020-04-15,0.07533,10,-0.0067351095320227206,positive
META,2020-04-16,0.4063,2,-0.004068588747642821,positive
META,2020-04-20,-0.03934,10,-0.005579243050486404,neutral
META,2020-04-21,0.0786375,8,-0.04174143977475131,positive
META,2020-04-22,0.2992,2,0.0672132391236071,positive
META,2020-04-23,0.0108999999999999,5,0.015635182225862243,neutral
META,2020-04-24,0.0,1,0.026684014544950285,neutral
META,2020-04-27,0.03558,5,-0.01352144908590458,neutral
META,2020-04-28,0.1342631578947368,19,-0.02447990458465754,positive
META,2020-04-29,0.1556583333333333,36,0.06166969328284244,positive
META,2020-04-30,0.03558,5,0.05417370111876063,neutral
